liquor_id,liquor_name,ingredient_id,ingredient_name,ingredient_type,origin_ingredient_id,origin_ingredient_name,origin_type
4937,plum_wine,5668,scallop,other,5809,shrimp,seafood
4937,plum_wine,4460,okra,other,5809,shrimp,seafood
4937,plum_wine,6093,star_fruit,other,5809,shrimp,seafood
4937,plum_wine,1645,crab,other,5809,shrimp,seafood
4937,plum_wine,6159,striped_bass,other,5809,shrimp,seafood
4937,plum_wine,3148,haddock,other,5809,shrimp,seafood
4937,plum_wine,1395,clam,seafood,5809,shrimp,seafood
4937,plum_wine,3125,grouper,other,5809,shrimp,seafood
4937,plum_wine,3899,lobster,other,5809,shrimp,seafood
4937,plum_wine,6300,swordfish,seafood,5809,shrimp,seafood
4937,plum_wine,6749,vermouth,other,5809,shrimp,seafood
4937,plum_wine,1023,catfish,seafood,5809,shrimp,seafood
4937,plum_wine,5668,scallop,other,6083,squid,seafood
4937,plum_wine,5063,prawn,other,6083,squid,seafood
4937,plum_wine,5579,saffron,other,6083,squid,seafood
4937,plum_wine,3597,kombu,other,6083,squid,seafood
4937,plum_wine,5809,shrimp,seafood,6083,squid,seafood
4937,plum_wine,1395,clam,seafood,6083,squid,seafood
4937,plum_wine,3899,lobster,other,6083,squid,seafood
4937,plum_wine,2364,fish,seafood,6083,squid,seafood
4937,plum_wine,1125,cherry_tomato,other,6300,swordfish,seafood
4937,plum_wine,2310,fennel,other,6300,swordfish,seafood
4937,plum_wine,966,caper,other,6300,swordfish,seafood
4937,plum_wine,328,basil,other,6300,swordfish,seafood
4937,plum_wine,6441,tomato,other,6300,swordfish,seafood
4937,plum_wine,3720,lemon,other,6300,swordfish,seafood
4937,plum_wine,5809,shrimp,seafood,6300,swordfish,seafood
4937,plum_wine,4635,pasta,other,6300,swordfish,seafood
4937,plum_wine,5759,shallot,other,6300,swordfish,seafood
5016,port_wine,4469,olive,other,135,anchovy,seafood
5016,port_wine,966,caper,other,135,anchovy,seafood
5016,port_wine,6441,tomato,other,556,bluefish,seafood
5016,port_wine,3840,lime,other,1023,catfish,seafood
5016,port_wine,5027,potato,other,1023,catfish,seafood
5016,port_wine,2981,green_bell_pepper,other,1023,catfish,seafood
5016,port_wine,1576,cooking_oil,other,1023,catfish,seafood
5016,port_wine,3720,lemon,other,1023,catfish,seafood
5016,port_wine,2793,garlic,pungent,1023,catfish,seafood
5016,port_wine,5809,shrimp,seafood,1023,catfish,seafood
5016,port_wine,4699,peanut_oil,other,1023,catfish,seafood
5016,port_wine,5759,shallot,other,1023,catfish,seafood
5016,port_wine,6083,squid,seafood,1395,clam,seafood
5016,port_wine,5668,scallop,other,1395,clam,seafood
5016,port_wine,5027,potato,other,1395,clam,seafood
5016,port_wine,5063,prawn,other,1395,clam,seafood
5016,port_wine,5579,saffron,other,1395,clam,seafood
5016,port_wine,3148,haddock,other,1395,clam,seafood
5016,port_wine,3597,kombu,other,1395,clam,seafood
5016,port_wine,1645,crab,other,1395,clam,seafood
5016,port_wine,4572,oyster,other,1395,clam,seafood
5016,port_wine,4620,parsley,other,1395,clam,seafood
5016,port_wine,5809,shrimp,seafood,1395,clam,seafood
5016,port_wine,3899,lobster,other,1395,clam,seafood
5016,port_wine,2364,fish,seafood,1395,clam,seafood
5016,port_wine,6787,water,other,1679,crayfish,seafood
5016,port_wine,3720,lemon,other,1679,crayfish,seafood
5016,port_wine,781,butter,other,1679,crayfish,seafood
5016,port_wine,1005,carrot,other,1679,crayfish,seafood
5016,port_wine,1041,celery,other,1679,crayfish,seafood
5016,port_wine,4620,parsley,other,1794,cuttlefish,seafood
5016,port_wine,6083,squid,seafood,2364,fish,seafood
5016,port_wine,5668,scallop,other,2364,fish,seafood
5016,port_wine,5063,prawn,other,2364,fish,seafood
5016,port_wine,5579,saffron,other,2364,fish,seafood
5016,port_wine,1645,crab,other,2364,fish,seafood
5016,port_wine,1395,clam,seafood,2364,fish,seafood
5016,port_wine,1786,curry_leaf,other,2364,fish,seafood
5016,port_wine,3899,lobster,other,2364,fish,seafood
5016,port_wine,6083,squid,seafood,5809,shrimp,seafood
5016,port_wine,5668,scallop,other,5809,shrimp,seafood
5016,port_wine,4460,okra,other,5809,shrimp,seafood
5016,port_wine,6093,star_fruit,other,5809,shrimp,seafood
5016,port_wine,1645,crab,other,5809,shrimp,seafood
5016,port_wine,6159,striped_bass,other,5809,shrimp,seafood
5016,port_wine,3148,haddock,other,5809,shrimp,seafood
5016,port_wine,1395,clam,seafood,5809,shrimp,seafood
5016,port_wine,3125,grouper,other,5809,shrimp,seafood
5016,port_wine,3899,lobster,other,5809,shrimp,seafood
5016,port_wine,6300,swordfish,seafood,5809,shrimp,seafood
5016,port_wine,6749,vermouth,other,5809,shrimp,seafood
5016,port_wine,1023,catfish,seafood,5809,shrimp,seafood
5016,port_wine,5668,scallop,other,6083,squid,seafood
5016,port_wine,5063,prawn,other,6083,squid,seafood
5016,port_wine,5579,saffron,other,6083,squid,seafood
5016,port_wine,3597,kombu,other,6083,squid,seafood
5016,port_wine,5809,shrimp,seafood,6083,squid,seafood
5016,port_wine,1395,clam,seafood,6083,squid,seafood
5016,port_wine,3899,lobster,other,6083,squid,seafood
5016,port_wine,2364,fish,seafood,6083,squid,seafood
5016,port_wine,1125,cherry_tomato,other,6300,swordfish,seafood
5016,port_wine,2310,fennel,other,6300,swordfish,seafood
5016,port_wine,966,caper,other,6300,swordfish,seafood
5016,port_wine,328,basil,other,6300,swordfish,seafood
5016,port_wine,6441,tomato,other,6300,swordfish,seafood
5016,port_wine,3720,lemon,other,6300,swordfish,seafood
5016,port_wine,5809,shrimp,seafood,6300,swordfish,seafood
5016,port_wine,4635,pasta,other,6300,swordfish,seafood
5016,port_wine,5759,shallot,other,6300,swordfish,seafood
5345,red_wine,4469,olive,other,135,anchovy,seafood
5345,red_wine,966,caper,other,135,anchovy,seafood
5345,red_wine,6441,tomato,other,556,bluefish,seafood
5345,red_wine,3840,lime,other,1023,catfish,seafood
5345,red_wine,5027,potato,other,1023,catfish,seafood
5345,red_wine,2981,green_bell_pepper,other,1023,catfish,seafood
5345,red_wine,1576,cooking_oil,other,1023,catfish,seafood
5345,red_wine,3720,lemon,other,1023,catfish,seafood
5345,red_wine,2793,garlic,pungent,1023,catfish,seafood
5345,red_wine,5809,shrimp,seafood,1023,catfish,seafood
5345,red_wine,4699,peanut_oil,other,1023,catfish,seafood
5345,red_wine,5759,shallot,other,1023,catfish,seafood
5345,red_wine,6083,squid,seafood,1395,clam,seafood
5345,red_wine,5668,scallop,other,1395,clam,seafood
5345,red_wine,5027,potato,other,1395,clam,seafood
5345,red_wine,5063,prawn,other,1395,clam,seafood
5345,red_wine,5579,saffron,other,1395,clam,seafood
5345,red_wine,3148,haddock,other,1395,clam,seafood
5345,red_wine,3597,kombu,other,1395,clam,seafood
5345,red_wine,1645,crab,other,1395,clam,seafood
5345,red_wine,4572,oyster,other,1395,clam,seafood
5345,red_wine,4620,parsley,other,1395,clam,seafood
5345,red_wine,5809,shrimp,seafood,1395,clam,seafood
5345,red_wine,3899,lobster,other,1395,clam,seafood
5345,red_wine,2364,fish,seafood,1395,clam,seafood
5345,red_wine,6787,water,other,1679,crayfish,seafood
5345,red_wine,3720,lemon,other,1679,crayfish,seafood
5345,red_wine,781,butter,other,1679,crayfish,seafood
5345,red_wine,1005,carrot,other,1679,crayfish,seafood
5345,red_wine,1041,celery,other,1679,crayfish,seafood
5345,red_wine,4620,parsley,other,1794,cuttlefish,seafood
5345,red_wine,6083,squid,seafood,2364,fish,seafood
5345,red_wine,5668,scallop,other,2364,fish,seafood
5345,red_wine,5063,prawn,other,2364,fish,seafood
5345,red_wine,5579,saffron,other,2364,fish,seafood
5345,red_wine,1645,crab,other,2364,fish,seafood
5345,red_wine,1395,clam,seafood,2364,fish,seafood
5345,red_wine,1786,curry_leaf,other,2364,fish,seafood
5345,red_wine,3899,lobster,other,2364,fish,seafood
5345,red_wine,6083,squid,seafood,5809,shrimp,seafood
5345,red_wine,5668,scallop,other,5809,shrimp,seafood
5345,red_wine,4460,okra,other,5809,shrimp,seafood
5345,red_wine,6093,star_fruit,other,5809,shrimp,seafood
5345,red_wine,1645,crab,other,5809,shrimp,seafood
5345,red_wine,6159,striped_bass,other,5809,shrimp,seafood
5345,red_wine,3148,haddock,other,5809,shrimp,seafood
5345,red_wine,1395,clam,seafood,5809,shrimp,seafood
5345,red_wine,3125,grouper,other,5809,shrimp,seafood
5345,red_wine,3899,lobster,other,5809,shrimp,seafood
5345,red_wine,6300,swordfish,seafood,5809,shrimp,seafood
5345,red_wine,6749,vermouth,other,5809,shrimp,seafood
5345,red_wine,1023,catfish,seafood,5809,shrimp,seafood
5345,red_wine,5668,scallop,other,6083,squid,seafood
5345,red_wine,5063,prawn,other,6083,squid,seafood
5345,red_wine,5579,saffron,other,6083,squid,seafood
5345,red_wine,3597,kombu,other,6083,squid,seafood
5345,red_wine,5809,shrimp,seafood,6083,squid,seafood
5345,red_wine,1395,clam,seafood,6083,squid,seafood
5345,red_wine,3899,lobster,other,6083,squid,seafood
5345,red_wine,2364,fish,seafood,6083,squid,seafood
5345,red_wine,1125,cherry_tomato,other,6300,swordfish,seafood
5345,red_wine,2310,fennel,other,6300,swordfish,seafood
5345,red_wine,966,caper,other,6300,swordfish,seafood
5345,red_wine,328,basil,other,6300,swordfish,seafood
5345,red_wine,6441,tomato,other,6300,swordfish,seafood
5345,red_wine,3720,lemon,other,6300,swordfish,seafood
5345,red_wine,5809,shrimp,seafood,6300,swordfish,seafood
5345,red_wine,4635,pasta,other,6300,swordfish,seafood
5345,red_wine,5759,shallot,other,6300,swordfish,seafood
5534,rose_wine,4469,olive,other,135,anchovy,seafood
5534,rose_wine,966,caper,other,135,anchovy,seafood
5534,rose_wine,6441,tomato,other,556,bluefish,seafood
5534,rose_wine,3840,lime,other,1023,catfish,seafood
5534,rose_wine,5027,potato,other,1023,catfish,seafood
5534,rose_wine,2981,green_bell_pepper,other,1023,catfish,seafood
5534,rose_wine,1576,cooking_oil,other,1023,catfish,seafood
5534,rose_wine,3720,lemon,other,1023,catfish,seafood
5534,rose_wine,2793,garlic,pungent,1023,catfish,seafood
5534,rose_wine,5809,shrimp,seafood,1023,catfish,seafood
5534,rose_wine,4699,peanut_oil,other,1023,catfish,seafood
5534,rose_wine,5759,shallot,other,1023,catfish,seafood
5534,rose_wine,6083,squid,seafood,1395,clam,seafood
5534,rose_wine,5668,scallop,other,1395,clam,seafood
5534,rose_wine,5027,potato,other,1395,clam,seafood
5534,rose_wine,5063,prawn,other,1395,clam,seafood
5534,rose_wine,5579,saffron,other,1395,clam,seafood
5534,rose_wine,3148,haddock,other,1395,clam,seafood
5534,rose_wine,3597,kombu,other,1395,clam,seafood
5534,rose_wine,1645,crab,other,1395,clam,seafood
5534,rose_wine,4572,oyster,other,1395,clam,seafood
5534,rose_wine,4620,parsley,other,1395,clam,seafood
5534,rose_wine,5809,shrimp,seafood,1395,clam,seafood
5534,rose_wine,3899,lobster,other,1395,clam,seafood
5534,rose_wine,2364,fish,seafood,1395,clam,seafood
5534,rose_wine,6787,water,other,1679,crayfish,seafood
5534,rose_wine,3720,lemon,other,1679,crayfish,seafood
5534,rose_wine,781,butter,other,1679,crayfish,seafood
5534,rose_wine,1005,carrot,other,1679,crayfish,seafood
5534,rose_wine,1041,celery,other,1679,crayfish,seafood
5534,rose_wine,4620,parsley,other,1794,cuttlefish,seafood
5534,rose_wine,6083,squid,seafood,2364,fish,seafood
5534,rose_wine,5668,scallop,other,2364,fish,seafood
5534,rose_wine,5063,prawn,other,2364,fish,seafood
5534,rose_wine,5579,saffron,other,2364,fish,seafood
5534,rose_wine,1645,crab,other,2364,fish,seafood
5534,rose_wine,1395,clam,seafood,2364,fish,seafood
5534,rose_wine,1786,curry_leaf,other,2364,fish,seafood
5534,rose_wine,3899,lobster,other,2364,fish,seafood
5534,rose_wine,6083,squid,seafood,5809,shrimp,seafood
5534,rose_wine,5668,scallop,other,5809,shrimp,seafood
5534,rose_wine,4460,okra,other,5809,shrimp,seafood
5534,rose_wine,6093,star_fruit,other,5809,shrimp,seafood
5534,rose_wine,1645,crab,other,5809,shrimp,seafood
5534,rose_wine,6159,striped_bass,other,5809,shrimp,seafood
5534,rose_wine,3148,haddock,other,5809,shrimp,seafood
5534,rose_wine,1395,clam,seafood,5809,shrimp,seafood
5534,rose_wine,3125,grouper,other,5809,shrimp,seafood
5534,rose_wine,3899,lobster,other,5809,shrimp,seafood
5534,rose_wine,6300,swordfish,seafood,5809,shrimp,seafood
5534,rose_wine,6749,vermouth,other,5809,shrimp,seafood
5534,rose_wine,1023,catfish,seafood,5809,shrimp,seafood
5534,rose_wine,5668,scallop,other,6083,squid,seafood
5534,rose_wine,5063,prawn,other,6083,squid,seafood
5534,rose_wine,5579,saffron,other,6083,squid,seafood
5534,rose_wine,3597,kombu,other,6083,squid,seafood
5534,rose_wine,5809,shrimp,seafood,6083,squid,seafood
5534,rose_wine,1395,clam,seafood,6083,squid,seafood
5534,rose_wine,3899,lobster,other,6083,squid,seafood
5534,rose_wine,2364,fish,seafood,6083,squid,seafood
5534,rose_wine,1125,cherry_tomato,other,6300,swordfish,seafood
5534,rose_wine,2310,fennel,other,6300,swordfish,seafood
5534,rose_wine,966,caper,other,6300,swordfish,seafood
5534,rose_wine,328,basil,other,6300,swordfish,seafood
5534,rose_wine,6441,tomato,other,6300,swordfish,seafood
5534,rose_wine,3720,lemon,other,6300,swordfish,seafood
5534,rose_wine,5809,shrimp,seafood,6300,swordfish,seafood
5534,rose_wine,4635,pasta,other,6300,swordfish,seafood
5534,rose_wine,5759,shallot,other,6300,swordfish,seafood
5558,rum,4096,marzipan,other,1266,chocolate,dessert
5558,rum,453,biscuit,other,1266,chocolate,dessert
5558,rum,3308,hop,other,1266,chocolate,dessert
5558,rum,5967,sour_cherry,other,1266,chocolate,dessert
5558,rum,1458,coffee,other,1266,chocolate,dessert
5558,rum,1427,cocoa_butter,other,1266,chocolate,dessert
5558,rum,885,candy_bar,other,1266,chocolate,dessert
5558,rum,1429,cocoa_powder,other,1266,chocolate,dessert
5558,rum,2188,egg,other,1328,chocolate_spread,dessert
5558,rum,4768,pheasant,other,1681,cream,dessert
5558,rum,2821,gelatin,other,1681,cream,dessert
5558,rum,5228,ravioli,other,1681,cream,dessert
5558,rum,3148,haddock,other,1681,cream,dessert
5558,rum,4653,pate,other,1681,cream,dessert
5558,rum,885,candy_bar,other,1681,cream,dessert
5558,rum,854,camembert_cheese,other,1681,cream,dessert
5558,rum,4630,passion_fruit,other,1681,cream,dessert
5558,rum,4153,meringue,other,1681,cream,dessert
5558,rum,6490,truffle,other,1681,cream,dessert
5558,rum,5192,raisin_bread,other,1682,cream_cheese,dessert
5558,rum,2761,fruit_preserve,other,1682,cream_cheese,dessert
5558,rum,4588,pancake,other,1682,cream_cheese,dessert
5558,rum,5676,scotch_whisky,other,1682,cream_cheese,dessert
5558,rum,6766,waffle,other,1682,cream_cheese,dessert
5558,rum,273,bagel,other,1682,cream_cheese,dessert
5558,rum,3378,ice_cream_cone,dessert,1682,cream_cheese,dessert
5558,rum,885,candy_bar,other,1682,cream_cheese,dessert
5558,rum,762,buffalo,other,1682,cream_cheese,dessert
5558,rum,3133,guava,other,1682,cream_cheese,dessert
5558,rum,4153,meringue,other,3377,ice_cream,dessert
5558,rum,885,candy_bar,other,3377,ice_cream,dessert
5558,rum,838,cake,other,3377,ice_cream,dessert
5558,rum,5190,raisin,other,3378,ice_cream_cone,dessert
5558,rum,4204,milk,other,3378,ice_cream_cone,dessert
5558,rum,2188,egg,other,3378,ice_cream_cone,dessert
5558,rum,1682,cream_cheese,dessert,3378,ice_cream_cone,dessert
